date,year,month,week,interest_rate_20y,usury_rate,pinel,covid_impact,seasonality,baseline_leads,spend_tv,spend_google_ads,spend_meta,spend_google_play,spend_apple_search_ads,adstock_tv,adstock_google_ads,adstock_meta,adstock_google_play,adstock_apple_search_ads,saturated_tv,saturated_google_ads,saturated_meta,saturated_google_play,saturated_apple_search_ads,leads,app_downloads
2020-03-23,2020,3,13,1.2249999999999999,2.309147098480789,1.0,0.6,1.0,447230.76923076925,569843.6505530052,108026.40884336234,41909.614404430766,8316.591022373766,6963.98648843469,1515669.7101388918,115301.70439874288,60409.47756856949,9877.043839568352,7853.877500991725,0.4554118907445628,0.45861073446595524,0.45348075653375336,0.3615231428624774,0.3815593331642892,667000,173780
2020-03-30,2020,3,14,1.2249999999999999,2.309147098480789,1.0,0.6,1.0180805020382984,455316.9260654359,500528.04765963263,116346.38094571227,56146.59395591842,10497.273286855125,6764.205293593213,1637280.3302638014,122111.46616564941,71248.96334806079,11484.97767081196,7549.593043692386,0.4717238975439428,0.46431479059155645,0.4739985885876652,0.3826622837524322,0.37598078774824617,646854,224074
2020-04-06,2020,4,15,1.2333333333333256,2.3242630760158938,1.0,0.4,1.0358973496431336,308856.77901667584,13140.441247373727,110412.05223635171,55549.43206696589,11078.410857485915,12923.288579113027,1241100.688945225,116517.62554463418,73361.67290398109,12226.908624567111,13678.247883482265,0.4136959022577168,0.4596527600606236,0.47764270053344476,0.3915732714943292,0.4625564290120804,517241,150862
2020-04-13,2020,4,16,1.2333333333333256,2.3242630760158938,1.0,0.4,1.0531907330563803,314012.8677943485,16583.67153944986,113041.56350980485,37624.247635281055,17820.69899893899,11285.115461508562,947409.1882483686,118867.44478703655,55964.66586127633,19043.389861395703,12652.940249856789,0.359340702277713,0.4616370285015829,0.4440282185778477,0.4563972135694219,0.4509568107152348,532039,167564
2020-04-20,2020,4,17,1.2333333333333256,2.3242630760158938,1.0,0.4,1.0697084758065654,318937.69632509595,15935.107520614809,139092.8007742105,39166.00466401703,13662.03812975288,7827.833998222009,726491.9987068912,145036.17301356234,53157.171129336115,15566.37711589245,9093.128023207688,0.3091908419948365,0.4814673978301977,0.4376848867468993,0.4265797916144102,0.4025075176762157,508983,145037
2020-04-27,2020,4,18,1.2333333333333256,2.3242630760158938,1.0,0.4,1.0852097120096733,323559.44951919187,17946.551388133903,132360.0647706539,44945.20555918461,10978.380987602817,8969.246582036625,562815.5504183023,139611.873421332,58234.498341518636,12535.018699192062,9878.559384357393,0.26485425228977955,0.477662089351438,0.44894092226109034,0.39513648686560404,0.41451793854635194,532916,192187
2020-05-04,2020,5,19,1.2416666666666742,2.3325964093492426,1.0,0.6,1.0994683987361193,491716.0977116768,492273.8318634771,137197.08111438193,51845.043105492296,18473.63595744457,9912.457312197404,914385.4946772038,144177.67478544853,66403.66769087195,19727.13782736378,10900.313250633144,0.352427953341218,0.4808745609442784,0.4652278354742364,0.46165290695835215,0.4289186510102048,701244,196326
2020-05-11,2020,5,20,1.2416666666666742,2.3325964093492426,1.0,0.6,1.112276612225665,497444.3248830783,465547.2519719792,136452.6378186463,54617.66359388019,15507.622497882416,11660.158002734182,1151336.3729798822,143661.52155791872,71218.58051659819,17480.336280618794,12750.189327797496,0.39830768252492393,0.48051645519730934,0.47394541770595094,0.44367968513157574,0.45209449088670123,712177,222715
2020-05-18,2020,5,21,1.2416666666666742,2.3325964093492426,1.0,0.6,1.1234475798840484,502440.32534198905,514193.4275273708,127784.34373688074,47119.67291306737,10631.314053371267,7781.164847910831,1377695.7072622825,134967.41981477666,64924.31804221692,12379.347681433146,9056.18378069058,0.43537457601306,0.47428663154028494,0.46242632835515757,0.3933458564048662,0.40192020244502563,702543,246476
2020-05-25,2020,5,22,1.2416666666666742,2.3325964093492426,1.0,0.6,1.1328184038479816,506631.24615170504,454085.79413927544,132956.673712502,44573.00957421735,15027.993289598795,12459.263872467644,1487357.5745859873,139705.04470324083,60804.08908477158,16265.928057742109,13364.882250536702,0.4514397181408799,0.477728670263509,0.4542877123813484,0.4330436570306895,0.4591013369704671,701074,237175
2020-06-01,2020,6,23,1.25,2.3409297426825684,1.0,1.0,1.1402524364028122,849926.6237494808,8739.383437233124,122672.42299812115,54499.90061721859,12482.063305973767,7600.332472498439,1124257.5643767235,129657.6752332832,69700.92288841149,14108.656111747978,8936.82069755211,0.3934694133203646,0.470285413474425,0.4712609846006577,0.41221547503690487,0.4000080977208126,1037800,286600
2020-06-08,2020,6,24,1.25,2.3409297426825684,1.0,1.0,1.1456412726139078,853943.379356059,9346.27179370652,111335.5685700572,58418.1971777079,17753.895454036192,10855.411975585977,852539.4450762492,117818.45233172136,75843.42789981078,19164.76106521099,11749.094045341188,0.33896460410422746,0.46075596115041156,0.48179451208044405,0.45734309928765415,0.43997250948300864,1069188,359733
2020-06-15,2020,6,25,1.25,2.3409297426825684,1.0,1.0,1.148906331114708,856377.1037308864,18071.908852815766,140567.0794989097,41697.826324935806,18522.2868862588,10305.152115206556,657476.4926600027,146458.00211549576,60658.6832998885,20438.7629927799,11480.061519740675,0.2913677279877441,0.4824416800096485,0.45399094947991514,0.46694145318822466,0.4365508423898087,1075679,330298
2020-06-22,2020,6,26,1.25,2.3409297426825684,1.0,1.0,1.15,857192.3076923077,17111.60232746094,144772.15414651894,44655.078186866944,11401.47251320186,8483.420700870358,510218.9718224629,152095.05425229372,59819.74901183907,13445.34881247985,9631.426852844426,0.24893801357346335,0.48621464868765296,0.4522653825034804,0.4052330324958478,0.41083357876328197,1068239,334719
2020-06-29,2020,6,27,1.25,2.3409297426825684,1.0,1.0,1.148906331114708,856377.1037308864,11406.616829393844,141219.67184947344,56866.438123267726,10463.264387833835,10137.87172007876,394070.845696241,148824.42456208813,71821.37537622749,11807.799269081821,11101.014405363203,0.21017893913080174,0.4840427321679085,0.4749962197893821,0.38659893735117146,0.43160214675286684,1059899,278998
2020-07-06,2020,7,28,1.2583333333333258,2.2724453341393125,1.0,1.0,0.9737950817218216,725851.8724526501,11261.165047231685,61441.64135653289,20902.42479780409,14508.628679755553,13640.33113464887,306814.29931941244,68882.8625846373,38857.76864186097,15689.408606663736,14750.43257518519,0.1770312469278142,0.40805912244535214,0.3995751390801786,0.42773561761625756,0.4738299713980607,893414,241336
2020-07-13,2020,7,29,1.2583333333333258,2.2724453341393125,1.0,1.0,0.9692145709423903,722437.6301870587,9848.04398031133,68710.37023271246,27725.321819073582,14763.570103317079,13822.22712114205,239958.76846987067,72154.51336194432,37439.763979538824,16332.510963983452,15297.270378660569,0.14861552577700912,0.4125500010965876,0.3951241973430226,0.43364552350768726,0.47927821001121174,912420,304061
2020-07-20,2020,7,30,1.2583333333333258,2.2724453341393125,1.0,1.0,0.9628956432707844,717727.5987149155,19436.709424131666,62168.66624772141,25317.807518940914,14148.607436204342,9494.495114578045,199405.78577653467,65776.39191581863,34677.748513825616,15781.858532602688,11024.222152444101,0.12978538512892798,0.40360819211910515,0.38600402574360343,0.4285987097576034,0.430580680150621,887632,279205
2020-07-27,2020,7,31,1.2583333333333258,2.2724453341393125,1.0,1.0,0.9549304429014411,711790.4609011513,5553.304210317992,70934.32618250747,25381.344571777678,11704.491762249896,9455.472724690651,155107.643542719,74223.1457782984,34050.78170023408,13282.677615510165,10557.894939935062,0.10751332342143823,0.41529283759935054,0.38384418123251635,0.40347397657704,0.4242342883349595,887882,271269
2020-08-03,2020,8,32,1.2666666666666742,2.280778667472661,1.0,1.0,0.9454351203918153,704712.7935843609,18623.988289499808,61869.26632134082,21195.27000346731,15996.637050720117,13909.597860896785,134954.72094653905,65580.42361025575,29707.96542852583,17324.904812271132,14965.387354890292,0.09667742180249037,0.4033209387271223,0.36784287922014175,0.44235735223301914,0.4759946468220078,877990,290231
2020-08-10,2020,8,33,1.2666666666666742,2.280778667472661,1.0,1.0,0.9345481389257014,696597.8050915422,8630.829072672506,72467.32091144401,28410.949499346,13528.847931125518,12287.762996254714,109846.86978257679,75746.3420919568,35837.94085647746,15261.33841235263,13784.301731743744,0.08243797050410992,0.4172672932562677,0.3899110522808246,0.42367778272770107,0.4637086642781634,878665,295398
2020-08-17,2020,8,34,1.2666666666666742,2.280778667472661,1.0,1.0,0.9224282552082222,687563.8302282826,10516.746990788797,71491.49284954269,26912.29761590247,16450.591903932633,8268.825551342772,92901.89932772139,75278.80995414052,35871.78283002183,17976.725745167896,9647.255724517147,0.07228648587616164,0.4166652217094872,0.39002332104031484,0.44783041817706853,0.4110720829401293,863702,235676
2020-08-24,2020,8,35,1.2666666666666742,2.280778667472661,1.0,1.0,0.9092522044355805,677742.604690829,17529.53743383857,63859.11159180752,21682.266571678298,11599.596387236686,11422.625542085922,87205.96192962962,67623.05208951455,30650.212279183754,13397.268961753476,12387.351114537636,0.06876181794696826,0.4062769045203148,0.3714806840524452,0.4047150882497858,0.4478073728666367,857529,281744
2020-08-31,2020,8,36,1.2666666666666742,2.280778667472661,1.0,1.0,0.8952121230979233,667277.3440629906,15163.465427634235,56406.40180873248,25491.488782101587,13419.658596939791,11764.588579579533,80567.93687485644,59787.55441320821,33154.04185189753,14759.385493115138,13003.323691033296,0.06457566615982116,0.3944514564986244,0.3806931098269121,0.41878579409105654,0.455017870235144,838399,230976
2020-09-07,2020,9,37,1.275,2.2891120008059866,1.0,1.0,1.0358973496431336,772141.9475416896,472667.6357706489,125019.38500030356,42505.42166842112,14557.109921157142,6118.844248656969,533093.5884267912,128008.76272096398,50793.9321313955,16033.048470468655,7419.1766177602985,0.25597291375600906,0.469010231676192,0.43209682657144693,0.4309206154462766,0.3735309613046869,980601,337788
2020-09-14,2020,9,38,1.275,2.2891120008059866,1.0,1.0,1.0180805020382984,758861.5434423932,494338.6256365336,100765.88789210473,53641.15789836625,14141.375473666867,6660.7373247182,894158.8169566271,107166.32602815292,66339.64093121512,15744.680320713733,7402.65498649423,0.3481009128380787,0.45135316918968904,0.4651078368929682,0.4282521790101258,0.3732180039464754,969742,315249
2020-09-21,2020,9,39,1.275,2.2891120008059866,1.0,1.0,1.0,745384.6153846155,535797.9259844433,130323.33240845105,45992.65680010886,11707.554048492046,6588.335309052032,1206417.0387019136,135681.6487098587,62577.567032912644,13282.02208056342,7328.600807701456,0.40786470060285995,0.4748130549503718,0.457853683508382,0.4034668494275818,0.3718079346306143,952717,334801
2020-09-28,2020,9,40,1.275,2.2891120008059866,1.0,1.0,0.9819194979617015,731907.6873268376,462103.3598147669,133683.06183403972,53138.65378328093,12431.710200912876,7025.634059719153,1366916.138841202,140467.14426953264,68783.0455415091,13759.912408969218,7758.494140489299,0.4337339631177555,0.4782716406173171,0.4696097451861377,0.40858170226801677,0.379830824294589,944926,244346
2020-10-05,2020,10,41,1.2833333333333257,2.207653083802533,1.0,1.0,0.9641026503568664,718627.2832275413,10238.143619189912,126490.13851255005,53070.18238101834,14209.60496985582,9009.439956359307,1035425.2477500914,133513.49572602668,70265.94376639562,15585.596210752741,9785.289370408236,0.3769026373831117,0.4732065329670907,0.4722669759732731,0.4267608945659329,0.41313722840958855,946638,242751
2020-10-12,2020,10,42,1.2833333333333257,2.207653083802533,1.0,1.0,0.9468092669436197,705737.0612833597,14630.474692314316,99533.87852979205,37845.7143817585,14289.879319689555,8228.930768468155,791199.4105048828,106209.55331609338,55412.20032335741,15848.438940764829,9207.45970550898,0.32489181009201495,0.45046501272932743,0.44280400940434583,0.4292174313097034,0.40431182454203207,892256,249994
2020-10-19,2020,10,43,1.2833333333333257,2.207653083802533,1.0,1.0,0.9302915241934347,693424.989956491,5137.955774249444,100261.80480037334,48234.48662053675,8035.4310869235305,6223.636231378744,598537.5136529115,105572.28246617802,62087.5367013761,9620.274981000013,7144.382201929642,0.2751631436651382,0.4498691707989948,0.456878130172381,0.35788318269046465,0.36824725221475196,879064,252421
2020-10-26,2020,10,44,1.2833333333333257,2.207653083802533,1.0,1.0,0.9147902879903267,681870.6069712513,13231.006840498792,125059.59830309311,47995.598071703826,9569.885166223918,8704.806496063911,462134.14208018244,130338.21242640201,63517.482247047854,10531.91266432392,9419.244716256875,0.23354139769834267,0.4708070964583273,0.4597045554061061,0.37046059701585077,0.4076022740325066,892136,256429
2020-11-02,2020,11,45,1.2916666666666743,2.2159864171358814,1.0,0.75,0.9005316012638808,503431.8009373272,480842.381374584,91388.98943557437,43436.84529212443,12547.430293330503,9321.5053472238,827442.9879347208,97905.90005689448,59316.215853886395,13600.621559762894,10263.429818849487,0.333297357196809,0.4424178792191193,0.45121858409723364,0.4068945781703739,0.4200941127776715,719538,246651
2020-11-09,2020,11,46,1.2916666666666743,2.2159864171358814,1.0,0.75,0.8877233877743348,496271.5169730753,535489.6759990447,99890.80111674151,31686.145820905665,10574.010621416035,6693.410654567764,1156071.9169500852,104786.09611958623,46515.19978437726,11934.072777392324,7719.753636452713,0.39914413598039283,0.4491293194092693,0.42133387017586416,0.38811354719486774,0.3791235807999687,689898,203020
2020-11-16,2020,11,47,1.2916666666666743,2.2159864171358814,1.0,0.75,0.8765524201159516,490026.51639943686,481718.6536392809,114055.3694163356,37075.75904400169,14244.325886239792,8340.123816987683,1348772.5913518448,119294.6742223149,48704.558990096004,15437.733163979025,9112.099180632955,0.4309464935577657,0.4619937083624192,0.4269506595037057,0.4253622957971148,0.4028082904091967,707926,203421
2020-11-23,2020,11,48,1.2916666666666743,2.2159864171358814,1.0,0.75,0.8671815961520186,484787.865387292,553325.4694604143,97592.29825868172,40384.26992327446,11447.623856732047,6378.5934450912,1564904.912974298,103557.03196979746,52560.409670798465,12991.39717312995,7289.803363154496,0.4621587580269869,0.4479619551258399,0.4362960679847606,0.40027608229606876,0.3710643697281737,683575,232511
2020-11-30,2020,11,49,1.2916666666666743,2.2159864171358814,1.0,0.75,0.8597475635971878,480631.95526481257,543918.7749839957,89827.03268542995,30437.68739576617,12518.306071350175,6296.998057331721,1717597.459714719,95004.88428391982,43577.78981346579,13817.44578866317,7025.97839364717,0.4818782531144694,0.43945201125627553,0.41340281999970857,0.4091867950229946,0.3659176285180478,667930,214148
2020-12-07,2020,12,50,1.3,2.224319750469207,1.0,0.75,0.7860100291952049,439409.83747508866,19106.878765293717,113387.50019509056,46467.559023968075,10591.11090178811,5569.554774379903,1307304.973551333,118137.74440928655,57362.00647733452,11972.855480654427,6272.152613744621,0.4244495624691467,0.46102494222937274,0.4470743582625544,0.3885759495443437,0.35026660182045233,630630,219754
2020-12-14,2020,12,51,1.3,2.224319750469207,1.0,0.75,0.7830061753744686,437730.5676564578,18924.778438815883,94986.445191106,47399.78674278605,14745.33983962477,9338.54254960312,999403.5086023156,100893.33241157033,61740.28836211968,15942.625387690214,9965.757810977582,0.3698609380784618,0.4453857370832385,0.45618235659433015,0.4300886411272269,0.4157982282311557,642084,173153
2020-12-21,2020,12,52,1.3,2.224319750469207,1.0,0.75,0.782,437168.076923077,9416.733381043785,93478.42050106739,45320.46008730342,10218.454036093943,6262.717360087416,758969.3648327804,98523.0871216459,60755.532177833345,11812.716574862963,7259.293141185174,0.3171866691022207,0.44303804357160714,0.454188686552445,0.386658180286868,0.3704772785420013,624231,190801
2020-12-28,2020,12,53,1.3,2.224319750469207,1.0,0.75,0.7830061753744686,437730.5676564578,13352.018936875253,112765.41709562733,42528.53634014951,11990.428190625555,5937.294221968458,582579.0425614606,117691.57145170962,57717.41938460785,13171.699848111852,6663.223536086975,0.2706054178112602,0.46064887685634903,0.4478379373602437,0.4022629455898189,0.35856974279472853,638250,159851
2021-01-04,2021,1,1,1.3083333333333258,2.392480431814115,1.0,0.85,0.8510936688852919,618532.3238623858,14651.861652502173,118091.4412962587,33497.15764248515,11977.156793542541,9731.624188386075,451586.1435735976,123976.01986884417,47926.51248863711,13294.326778353727,10397.946541994772,0.2300467892596202,0.46582278058473225,0.4249818208165916,0.40360057751554806,0.4219985976348302,833210,219357
2021-01-11,2021,1,2,1.3083333333333258,2.392480431814115,1.0,0.85,0.8543587273860922,620905.2051278425,16594.87514430246,107527.41746287941,43924.05491712101,10831.931200294435,7025.798198165928,355284.48282450065,113726.21845632163,55905.68303928029,12161.363878129809,8065.592852365405,0.1959318317988886,0.4572446524157435,0.44389806350815475,0.39080518832442174,0.38533247557639844,815423,285657
2021-01-18,2021,1,3,1.3083333333333258,2.392480431814115,1.0,0.85,0.8597475635971878,624821.5418442563,17654.629852143036,111604.58787818447,46975.52078647512,14824.464383932158,8035.072018720446,284117.99197051855,117290.89880100054,60951.941546295195,16040.60077174514,8841.631303956987,0.16771384696242644,0.4603099836466898,0.45458877516262086,0.4309899086727983,0.3984670582394802,837274,225693
2021-01-25,2021,1,4,1.3083333333333258,2.392480431814115,1.0,0.85,0.8671815961520185,630224.2250034794,12898.426752917234,111178.54120175225,42950.33127661977,13301.181185028043,9353.49902283633,225986.92073080613,117043.08614180227,58188.31666319357,14905.241262202557,10237.662153232028,0.14227854293921868,0.4600998195483131,0.44884279036450486,0.42022262124498916,0.41972671946268675,816644,256645
2021-02-01,2021,2,5,1.3166666666666742,2.400813765147464,1.0,0.85,0.8765524201159516,637034.4713192678,18900.582531081396,94584.72540449786,37863.307941944564,8917.609786252666,8345.328453517266,188390.77307918598,100436.87971158797,52410.38710774296,10408.133912472922,9369.09466884047,0.12442718565155259,0.4449377538468767,0.4359446037530511,0.36880780197303886,0.4068290838590602,824534,249200
2021-02-08,2021,2,6,1.3166666666666742,2.400813765147464,1.0,0.85,0.8877233877743349,645152.9720649978,5705.308130159665,99184.8085536752,40960.63152747847,10305.96242784493,8403.512162737365,146998.38793954914,104206.6525392546,54063.22830441421,11346.775819092221,9340.42162962141,0.10321148983538127,0.448580609346802,0.43976580970780893,0.3809478223561103,0.406385362774138,825020,242752
2021-02-15,2021,2,7,1.3166666666666742,2.400813765147464,1.0,0.85,0.9005316012638808,654461.3412185253,5621.228861558314,83746.40220440918,46151.01439463007,10836.974524575206,6253.925476141486,115870.01981622016,88956.73483137191,59666.821470733616,11971.652106484427,7187.967639103627,0.08593585787779762,0.43298133384359594,0.4519483499986057,0.3885616213475562,0.36909663141755,845906,293125
2021-02-22,2021,2,8,1.3166666666666742,2.400813765147464,1.0,0.85,0.9147902879903267,664823.84179697,13218.658367846727,110158.26758920493,34901.32184979148,12731.04033065499,6060.585500246115,100121.17323001185,114606.10433077352,49818.02721747488,13928.205541303434,6779.3822641564775,0.07667013842651392,0.45800982735376145,0.4297181383088444,0.41034538709089996,0.36095819753392727,867859,228744
2021-03-01,2021,3,9,1.325,2.4091470984807897,1.0,0.85,0.9302915241934347,676089.3652075786,470420.1824644766,132021.93480844126,51154.21894331422,12835.86958980207,9030.433331804537,545511.0623869855,137752.24002497992,63608.72574768294,14228.690143932414,9708.371558220186,0.2597182182178161,0.47632397628976,0.4598828300493885,0.4134476273569505,0.4119896866180896,880928,290414
2021-03-08,2021,3,10,1.325,2.4091470984807897,1.0,0.85,0.9468092669436197,688093.6347512755,594166.5934400335,131316.41582313552,46109.51626041337,13973.292464282353,6920.3074845997135,1003299.8902302727,138204.0278243845,62011.69769733411,15396.161478675594,7891.144640421732,0.37063211809566726,0.4766506868326362,0.45672649156918355,0.4249668824447777,0.382229789953542,905332,317532
2021-03-15,2021,3,11,1.325,2.4091470984807897,1.0,0.85,0.9641026503568664,700661.6011468526,522278.2732324847,110796.8583116053,39212.50347865323,15180.695069827842,9539.767858574074,1274753.1909051891,117707.05970282452,54715.427902986754,16720.311217695402,10328.882322616248,0.41922234102131894,0.4606619545433672,0.4412435179110354,0.43710669148680187,0.4210235923081273,893679,290460
2021-03-22,2021,3,12,1.325,2.4091470984807897,1.0,0.85,0.9819194979617015,713609.9951436666,556690.9461959462,126285.57973997475,42641.09586764185,9367.911077658531,6824.8758329929,1512755.839374838,132170.93272511597,56319.95284338854,11039.942199428071,7857.764065254524,0.45500624848759996,0.4721988921785799,0.44480948715296154,0.37707654461771695,0.3816293820017352,919223,324136
2021-03-29,2021,3,13,1.325,2.4091470984807897,1.0,0.85,1.0,726750.0,537041.4504041495,140609.53791733843,53925.07420543342,10258.323396980248,10090.800575873904,1671608.3299352778,147218.08455359424,68005.06241628056,11362.317616923056,10876.576982399356,0.476121187141337,0.4829586946247719,0.4681933549519606,0.3811415171567108,0.42859829677651795,929874,246567
2021-04-05,2021,4,14,1.3333333333333257,2.4242630760158943,1.0,0.85,1.0180805020382984,739890.0048563333,16550.507362949622,133099.8026709468,52801.62829398112,14644.911385135678,8857.203077239225,1270256.754814408,140460.70689862652,69802.89389805126,15781.143146827984,9944.86077547916,0.4184912407339172,0.47826706633859495,0.47144312347783746,0.42859204883357477,0.415492327351283,950480,290719
2021-04-12,2021,4,15,1.3333333333333257,2.4242630760158943,1.0,0.85,1.0358973496431336,752838.3988531473,10649.777885161991,142636.45796691265,38958.569098994594,11799.948859471328,7641.688919502071,963342.3439959681,149659.49331184398,56409.29257350741,13378.063174154126,8636.174997049988,0.36261071677554757,0.4846017236407535,0.44500521074537513,0.404507731965836,0.39509063524089955,963464,276325
2021-04-19,2021,4,16,1.3333333333333257,2.4242630760158943,1.0,0.85,1.0531907330563803,765406.3652487244,5779.259995828089,147211.16026967586,54932.27089113206,15156.431300035498,7953.99973500261,728286.0179928042,154694.13493526806,69034.59403450892,16494.23761745091,8817.617234707608,0.30963880054301,0.48790792861722,0.47006439184237075,0.43509807264886396,0.3980759879288043,979380,330896
2021-04-26,2021,4,17,1.3333333333333257,2.4242630760158943,1.0,0.85,1.0697084758065654,777410.6347924214,12745.46527055506,129309.2545376312,42638.95333516461,14778.491508307521,9765.690277111375,558959.9787651582,137043.9612843946,59897.60184379184,16427.915270052614,10647.452000582136,0.26371815290425926,0.4758096624536009,0.4524264820734819,0.43450399205476214,0.4254726733989108,970092,349074
2021-05-03,2021,5,18,1.3416666666666741,2.4325964093492423,1.0,0.85,1.0852097120096733,788676.15820303,545962.3281291918,136883.66394791214,39674.920426467135,14223.244036893917,11135.618922136133,965182.3122030604,143735.86201213187,54649.320887415095,15866.035563899179,12200.364122194347,0.36298566928208426,0.4805681104162094,0.4410944940813975,0.429380556716759,0.44555181039548286,984251,278254
2021-05-10,2021,5,19,1.3416666666666741,2.4325964093492423,1.0,0.85,1.0994683987361193,799038.6587814747,530869.9450238738,147259.39640729074,53890.22491276905,12239.184385034243,7789.711987461291,1254756.679176169,154446.18950789733,67552.55513462283,13825.787941424162,9009.748399680726,0.4159538114978788,0.4877476140200742,0.4673622885003637,0.40927434512032307,0.401178997849293,1000511,326734
2021-05-17,2021,5,20,1.3416666666666741,2.4325964093492423,1.0,0.85,1.112276612225665,808347.0279350021,549519.9413518256,108362.45256853312,52200.34909601251,19524.77805287613,10832.019658791109,1490587.4507339522,116084.76204392799,69088.48787966822,20907.356847018546,11732.99449875918,0.4518963657355277,0.4592830136807019,0.47016159009457026,0.4703282381779365,0.4397698011261957,1008622,276990
2021-05-24,2021,5,21,1.3416666666666741,2.4325964093492423,1.0,0.85,1.1234475798840484,816465.5286807321,515475.9531190533,137267.70235730088,49245.0107371409,15826.066166258259,13037.296205282953,1633416.5411695174,143071.94045949727,66517.13270705796,17916.801850960113,14210.595655158872,0.47122346415714755,0.48010585248317444,0.46544021687804676,0.4473350751323857,0.4682561055444859,1024981,325189
